Title,Entities,Sentiment,Sentiment Score
netflix incurs the wrath of the gods as jeff goldblum-starring kaos series is reportedly canceled after one season,"[('▁net', 'I-ORG'), ('flix', 'I-ORG'), ('ff', 'I-PER'), ('▁gold', 'I-PER'), ('b', 'I-PER'), ('lum', 'I-PER')]",LABEL_0,0.8758136630058289
i added ai to my iphone 16 pro max's action button and now i get the hype,"[('▁iphone', 'I-MISC'), ('▁16', 'I-MISC'), ('▁pro', 'I-MISC'), ('▁max', 'I-MISC')]",LABEL_2,0.8766199946403503
microsoft word is accidentally deleting documents rather than saving them,"[('▁', 'I-MISC'), ('microsoft', 'I-MISC'), ('▁word', 'I-MISC')]",LABEL_0,0.6960328221321106
"your privacy on chrome is at risk, here’s what you can do",[],LABEL_0,0.6744003295898438
dali's new hi-res noise-cancelling headphones are for audiophiles who like a bit of style,"[('▁dali', 'I-ORG')]",LABEL_1,0.5257880091667175
the road to industry 5.0 is your data and ai,[],LABEL_1,0.7362707853317261
amazon prime day deals are here — but don't fall victim to these scam website,"[('▁ama', 'I-ORG'), ('zon', 'I-ORG')]",LABEL_0,0.6507107019424438
watch: apple's dropped the trailer for the first scripted film for the vision pro,"[('▁apple', 'I-ORG'), (""'"", 'I-ORG'), ('s', 'I-ORG')]",LABEL_1,0.7982262969017029
"nyt connections today — hints and answers for tuesday, october 8 (game #485)",[],LABEL_1,0.917783260345459
"quordle today – hints and answers for tuesday, october 8 (game #988)",[],LABEL_1,0.9084594249725342
"nyt strands today — hints, answers and spangram for tuesday, october 8 (game #219)",[],LABEL_1,0.9178584814071655
best buy just gave us our best look at sonos' rumored arc ultra soundbar,"[('▁best', 'I-ORG'), ('▁buy', 'I-ORG'), ('▁sono', 'I-ORG')]",LABEL_2,0.9623700380325317
"this tiny super cheap $13 pc is barely bigger than an adult pinkie finger and has no os — and yet this hacker-friendly device packs a display, microsd card slot plus wi-fi connectivity",[],LABEL_2,0.7862007021903992
this ai tool lets you confront your future self – and you might like what you find,[],LABEL_2,0.78767991065979
"hardware startup wants to solve the multi billion dollar problem of bandwidth by using an ancient technique — ai memory compression technique could save google, microsoft billions but nvidia won't be happy","[('▁google', 'I-ORG'), ('▁', 'I-ORG'), ('microsoft', 'I-ORG'), ('▁n', 'I-ORG'), ('vidi', 'I-ORG'), ('a', 'I-ORG')]",LABEL_1,0.5312864184379578
microsoft’s new h200 v5 series vms for azure aim to supercharge gpu performance,"[('▁', 'I-ORG'), ('microsoft', 'I-ORG')]",LABEL_1,0.5676476359367371
goodnotes adds an ai that can read and explain even the worst handwriting,[],LABEL_2,0.6462820768356323
makers rejoice! this mini pc has a rare expansion connector that no rival offers — 9-pin port is located on the front of geekom device and could be useful for some great diy projects,[],LABEL_2,0.9807298183441162
the shortcut,[],LABEL_1,0.6727901697158813
this m2 macbook air prime day deal is an absolute steal at $749,"[('▁m', 'I-MISC'), ('2', 'I-MISC'), ('▁mac', 'I-MISC'), ('book', 'I-MISC'), ('▁air', 'I-MISC')]",LABEL_0,0.5022664070129395
serve the home,[],LABEL_1,0.6547332406044006
supermicro megadc ars-211m-nr review an ampere ampereone arm server is here,[],LABEL_1,0.9222651124000549
